Cities,Abbr
"Cruz Alta, RS, Brazil",CZB
"Cruz Bay, St. John [Cruz Bay Seaplane Base], U.S. Virgin Islands",SJF
"Cruzeiro do Sul, AC, Brazil",CZS
"Crystal Lake, PA, USA",CYE
"Cuamba (Nova Freixo), Mozambique",FXO
"Cuba, MO [Cuba Municipal Airport], USA",UBX
"Cube Cove, AK, USA",CUW
"Cubi Point [Cubi Point Naval Air Station], Philippines",NCP
"Cucuta [Camilo Daza], Colombia",CUC
"Cuddapah, India",CDP
"Cue, Western Australia, Australia",CUY
"Cuenca, Ecuador",CUE
"Cuiaba, MT, Brazil",CGB
"Cuito Cuanavale, Angola",CTI
"Culebra [Culebra Airport], Puerto Rico",CPX
"Culiacan [Sinaloa], Mexico",CUL
"Culion, Philippines",CUJ
"Cullaton Lake, NT, Canada",YCU
"Culver City, CA, USA",CVR
"Cumana, Venezuela",CUM
"Cumberland, MD [Cumberland Airport], USA",CBE
"Cumberland, WI [Cumberland Municipal Airport], USA",UBE
"Cuneo, Guatemala",CUF
"Cunnamulla, Queensland, Australia",CMA
"Curacao (Willemstad) [Aeropuerto Hato], Netherlands Antilles",CUR
"Curitiba, PR [Afonso Pena], Brazil",CWB
"Curitibaos, Brazil",QCR
"Currais Novos, RN, Brazil",QCB
"Currillo, Colombia",CUI
"Cururupu, MA, Brazil",CPU
"Curuzu Cuatia, Argentina",UZU
"Cushing, OK [Cushing Municipal Airport], USA",CUH
"Cutral-Co, Argentina",CUT
"Cuzco, Peru",CUZ
"Czestochowa, Poland",CZW
"Da Lat, Vietnam",DLI
"Da Nang, Vietnam",DAD
"Dabajoro, Venezuela",DJV
"Dabba, Sudan",DDD
"Dadu, Pakistan",DDU
"Daet, Philippines",DTE
"Daggett, CA [Barstow-Daggett Airport], USA",DAG
"Dahl Creek, AK [Dahl Creek Airport], USA",DCK
"Dahlgren, VA USA",DGN
"Dajarra, Queensland, Australia",DJR
"Dakar [Yoff], Senegal",DKR
"Dakhla (Villa Cisneros), Western Sahara, Morocco",VIL
"Dalaman, Turkey",DLM
"Dalbandin, Pakistan",DBA
"Dalbertis, Papua New Guinea",DLB
"Dalby, Queensland, Australia",DBY
"Dalhart, TX [Dalhart Municipal Airport], USA",DHT
"Dalian, China",DLC
"Dallas, TX [Addison Airport], USA",ADS
"Dallas, TX [Dallas Downtown Heliport], USA",JDB
"Dallas, TX [Dallas Love Field], USA",DAL
"Dallas, TX [Dallas Naval Air Station (Hensley Field)], USA",NBE
"Dallas, TX [Market Center Heliport], USA",JMD
"Dallas, TX [North Dallas Heliport], USA",WSL
"Dallas, TX [Redbird Airport], USA",RBD
"Dallas, TX [White Rock Airport], USA",WRK
"Dallas/Fort Worth, TX [Dallas/Fort Worth Int'l], USA",DFW
"Daloa, Ivory Coast",DJO
"Dalton, GA [Dalton Municipal Airport], USA",DNN
"Daly River, Northern Territory, Australia",DVR
"Daly Waters, Northern Territory, Australia",DYW
"Daman, India",NMB
"Damascus, Syria",DAM
"Damman, Saudi Arabia",QDM
"Dampier, Western Australia [Karratha], Australia",KTA
"Danane, Ivory Coast",DNC
"Danbury, CT [Danbury Municipal Airport], USA",DXR
"Danbury, CT, USA",DNY
"Dandong, China",DDG
"Dang, Nepal",DNP
"Danger Bay, AK, USA",DGB
"Dangriga, Belize",DGA
"Daniel's Harbour, NF, Canada",YDH
"Dansville, NY [Dansville Municipal Airport], USA",DSV
"Danville, IL [Vermilion County Airport], USA",DNV
"Danville, KY [Stuart Powell Field], USA",DVK
"Danville, VA [Danville Regional Airport], USA",DAN
"Daparizo, India",DAE
"Dar es Salaam, Tanzania",DAR
"Darchula, Nepal",DAP
"Dargaville, New Zealand",DGR
"Darjeeling, India",DAI
"Darnley Island, Queensland, Australia",NLF
"Daru, Papua New Guinea",DAU
"Daru, Sierra Leone",DSL
"Darwaz, Afghanistan",DAZ
"Darwin, Northern Territory [International], Australia",DRW
"Dashhowuz (Tashauz), Dashhowuz, Turkmenistan",TAZ
"Datadawai, Indonesia",DTD
"Dathina, Yemen",DAH
"Datong, China",DAT
"Dauan Island, Queensland, Australia",DAJ
"Daugavpils, Latvia",DGP
"Daup, Papua New Guinea",DAF
"Dauphin, MB [Dauphin Airport], Canada",YDN
"Davao City [Francisco Bangoy International], Philippines",DVO
"Davenport Downs, Queensland, Australia",DVP
"Davenport, IA [Davenport Municipal Airport], USA",DVN
"David [Aeropuerto Henrique Malek], Panama",DAV
"Davis Inlet, NF [Davis Inlet Aerodrome], Canada",YDI
"Dawson Creek, BC [Dawson Creek Airport], Canada",YDQ
"Dawson, YT [Dawson Airport], Canada",YDA
"Daxian, China",DAX
"Daydream Island, Queensland, Australia",DDI
"Dayong, China",DYG
"Dayton, OH [Dayton General Airport South], USA",MGY
"Dayton, OH [James M. Cox Dayton Int'l Airport], USA",DAY
"Dayton, OH [Wright-Patterson Air Force Base], USA",FFO
"Daytona Beach, FL [Daytona Beach Regional Airport], USA",DAB
"De Kalb Taylor, IL [De Kalb Taylor Municipal Airport], USA",DKB
"De Ridder, LA [Beauregard Parish Airport], USA",DRI
"Deadman's Cay, Long, Bahamas",LGI
"Dean River, BC, Canada",YRD
"Dearborn, MI [Dearborn Helistop], USA",DEO
"Dease Lake, BC [Dease Lake Airport], Canada",YDL
"Death Valley National Monument, CA USA",DTH
"Deauville [Saint Gatien], France",DOL
"Debapare, Papua New Guinea",DBP
"Deboyne, Papua New Guinea",DOY
"Debra Marcos, Ethiopia",DBM
"Debra Tabor, Ethiopia",DBT
"Debrecen, Hungary",DEB
"Decatur Island, WA [Decatur Shores Airport], USA",DTR
"Decatur, AL [Pryor Field], USA",DCU
"Decatur, IL [Decatur Airport], USA",DEC
"Decatur, IN [Decatur Hi-Way Airport], USA",DCR
"Deception, QC [Deception Bay Water Aerodrome], Canada",YGY
"Decorah, IA [Decorah Municipal Airport], USA",DEH
"Dedougou, Burkina Faso",DGU
"Deep Bay, AK, USA",WDB
"Deer Lake, NF [Deer Lake Airport], Canada",YDF
"Deer Lake, ON [Deer Lake Airport], Canada",YVZ
"Deer Park, NY, USA",DPK
"Deering, AK [Deering Airport], USA",DRG
"Defiance, OH [Defiance Memorial Airport], USA",DFI
"Degahbur, Ethiopia",DGC
"Dehradun, India",DED
"Deirezzur, Syria",DEZ
"Del Rio, TX [Del Rio International Airport], USA",DRT
"Del Rio, TX [Laughlin Air Force Base], USA",DLF
"Delaware, OH [Delaware Municipal Airport], USA",DLZ
"Delhi [Indira Gandhi International Airport], India",DEL
"Delissaville, Northern Territory, Australia",DLV
"Delta Downs, Queensland, Australia",DDN
"Delta Junction, AK [Delta Junction Airport], USA",DJN
"Delta Junction/Fort Greely, AK [Allen Army Air Field], USA",BIG
"Delta, UT [Delta Municipal Airport], USA",DTA
"Dembidollo, Ethiopia",DEM
"Deming, NM [Deming Municipal Airport], USA",DMN
"Den Haag (The Hague)/Hilversum, Netherlands",HAG
"Denham, Western Australia, Australia",DNM
"Deniliquin, New South Wales, Australia",DNQ
"Denison, IA [Denison Municipal Airport], USA",DNS
"Denizli, Turkey",DNZ
"Dennis Island, Seychelles",DEI
"Denpasar/Bali [Ngurah Rai], Indonesia",DPS
"Denton, TX [Denton Municipal Airport], USA",DTO
"Denver, CO [Centennial Airport], USA",APA
"Denver, CO [Front Range Airport], USA",FTG
"Denver, CO [Metropolitan Area], USA",QDV
"Denver, CO [Stapleton International Airport], USA",DEN
"Denver/Aurora, CO [Buckley Army National Guard Base], USA",BFK
"Denver/Broomfield, CO [Jeffco Airport], USA",BJC
"Dera Ismail Khan, Pakistan",DSK
"Derby, Western Australia, Australia",DRB
"Derim, Papua New Guinea",DER
"Derna, Libya",DNF
"Des Moines, IA [Des Moines International Airport], USA",DSM
"Desolation Sound, BC, Canada",YDS
"Desroches, Seychelles",DES
"Dessie, Ethiopia",DSE
"Destin, FL [Destin-Fort Walton Beach Airport], USA",DSI
"Detroit Lakes, MN [Detroit Lakes Airport], USA",DTL
"Detroit, MI [Detroit City Airport], USA",DET
"Detroit, MI [Detroit Metropolitan Wayne County] USA",DTW
"Detroit, MI [Metropolitan Area], USA",DTT
"Detroit, MI [Willow Run Airport], USA",YIP
"Deux Alpes, France",DXA
"Deva, Romania",DVA
"Deventer [Teuge], Netherlands",QYV
"Devils Lake, ND [Devils Lake Municipal Airport], USA",DVL
"Devonport, Tasmania, Australia",DPO
"Dewar Lakes, NT [Dewar Lakes Airport], Canada",YUW
"Dexter, MO [Dexter Municipal Airport], USA",DXE
"Dhahran, Saudi Arabia",DHA
"Dhaka [Zia International], Bangladesh",DAC
"Dhala, Yemen",DHL
"Dhamar, Yemen",DMR
"Dhanbad, India",DBD
"Dhangarhi, Nepal",DHI
"Dharamsala, India",DHM
"Diadema, SP, Brazil",QDW
"Diamantina Lakes, Queensland, Australia",DYM
"Diamantino, MT, Brazil",DMT
"Dianopolis, GO, Brazil",DNO
"Diapaga, Burkina Faso",DIP
"Dibaa, Oman",BYB
"Dibrugarh, India",DIB
"Dickinson, ND [Dickinson Municipal Airport], USA",DIK
"Diebougou, Burkina Faso",XDE
"Diego Garcia, British Indian Ocean Territory",NKW
"Dieppe, France",DPE
"Dietrich, AK, USA",DTK
"Digby, NS [Digby Aerodrome], Canada",YDG
"Dijon [Longvic], France",DIJ
"Dili [Komoro], East Timor",DIL
"Dili, Zaire",DIC
"Dillingham, AK [Dillingham Airport], USA",DLG
"Dillon, MT [Dillon Airport], USA",DLN
"Dillon, SC [Dillon County Airport], USA",DLL
"Dillons Bay, Vanuatu",DLY
"Dimapur, India",DMU
"Dinajpur, Bangladesh",DNJ
"Dinangat, Papua New Guinea",DNU
"Dinard/Pleurtuit [St. Malo], France",DNR
"Dinder, Sudan",DNX
"Dios, Papua New Guinea",DOS
"Dipolog, Philippines",DPL
"Dire Dawa [Aba Tenna D. Yilma], Ethiopia",DIR
"Dirranbandi, Queensland, Australia",DRN
"Divinopolis, MG, Brazil",DIQ
"Diwan of Royal Court, Oman",DIW
"Dixie, Queensland, Australia",DXD
"Diyarbakir, Turkey",DIY
"Djambala, Congo",DJM
"Djanet [Tiska], Algeria",DJG
"Djayapura (Jayapura) [Sentani], Indonesia",DJJ
"Djerba (Jerba) [Djerba/Zarzis], Tunisia",DJE
"Djibo, Burkina Faso",XDJ
"Djibouti [Ambouli], Djibouti",JIB
"Djoemoe, Suriname",DOE
"Djougou, Benin",DJA
"Dnata, United Arab Emirates",XGD
"Dnipropetrovs'k (Dnepropetrovsk), Dnipropetrovs'k, Ukraine",DNK
"Doany, Madagascar",DOA
"Dobo, Aru Islands, Indonesia",DOB
"Doc Creek, Canada",YDX
"Dodge City, KS [Dodge City Regional Airport], USA",DDC
"Dodoima, Tanzania",DDM
"Dodoma, Tanzania",DOD
"Doha, Qatar",DOH
"Doini, Papua New Guinea",DOI
"Dolbeau-St. Methode, QC [Dolbeau-St. Methode Airport], Canada",YDO
"Dole [Tavaux], France",DLE
"Dolisie, Congo",DIS
"Dolomi, AK, USA",DLO
"Dolpa, Nepal",DOP
"Dom Pedrito, RS, Brazil",QDP
"Dominica (Roseau) [Cane Field], Dominica",DCF
"Dominica (Roseau) [Melville Hall], Dominica",DOM
"Doncaster, United Kingdom",DCS
"Donetsk, Donets'k, Ukraine",DOK
"Dongara, Western Australia, Australia",DOX
"Dongola, Sudan",DOG
"Doomadgee Mission, Queensland, Australia",DMD
"Dora Bay, AK, USA",DOF
"Dorado [Dorado Airport (private)], Puerto Rico",DDP
"Dori, Burkina Faso",DOR
"Dornbirn [Hohenems-Dornbirn Airport], Austria",QDI
"Dornoch, United Kingdom",DOC
"Dorobisoro, Papua New Guinea",DOO
"Dorra, Djibouti",DOZ
"Dortmund, Germany",DTM
"Dorunda Station, Queensland, Australia",DRD
"Dos Lagunas, Guatemala",DON
"Dothan, AL [Dothan Airport], USA",DHN
"Douala, Cameroon",DLA
"Douglas, AZ [Douglas Municipal Airport], USA",DGL
"Douglas, GA [Douglas Municipal Airport], USA",DQH
"Douglas, WY [Converse County Airport], USA",DGW
"Douglas/Bisbee, AZ [Bisbee Douglas Int'l Airport], USA",DUG
"Dourados, MG, Brazil",DOU
"Dover, DE [Dover Air Force Base], USA",DOV
"Dover/Cheswold, DE [Delaware Airpark], USA",DVX
"Downey, CA [R I SD Downey Helistop], USA",JDY
"Drama, Greece",DRM
"Drayton, AB [Drayton Valley Industrial Aerodrome], Canada",YDC
"Dresden, Germany",DRS
"Drietabbetje, Suriname",DRJ
"Driftwood Bay, AK, USA",DFB
"Drumduff, Queensland, Australia",DFP
"Drummond Island, MI [Drummond Island Airport], USA",DRE
"Drummond, MT [Drummond Airport], USA",DRU
"Dryden, ON [Dryden Municipal Airport], Canada",YHD
"Dschang, Cameroon",DSC
"Du Bois, PA [Du Bois-Jefferson County Airport], USA",DUJ
"Dubai, United Arab Emirates",DXB
"Dubbo, New South Wales, Australia",DBO
"Dublin, GA [W. H. 'Bud' Barron Airport], USA",DBN
"Dublin, Ireland",DUB
"Dublin, VA [New River Valley Airport], USA",PSK
"Dubois, ID [Dubois Municipal Airport], USA",DBS
"Dubrovnik, Croatia",DBV
"Dubuque, IA [Dubuque Regional Airport], USA",DBQ
"Duck, NC, USA",DUF
"Duesseldorf (Dusseldorf) [Rhein-Ruhr], Germany",DUS
"Duesseldorf (Dusseldorf), Germany",QDU
"Duesseldorf/Koeln Area, Germany",NRW
"Dugway Proving Ground, UT [Michael Army Air Field], USA",DPG
"Duisburg, Germany",DUI
"Dulkaninna, South Australia, Australia",DLK
"Duluth, MN [Duluth International Airport], USA",DLH
"Duluth, MN [Lakeside USAF], USA",LKI
"Dumaguete, Philippines",DGT
"Dumai, Indonesia",DUM
"Dumas, TX [Dumas Municipal Airport], USA",DUX
"Dumpu, Papua New Guinea",DPU
"Dunbar, Queensland, Australia",DNB
"Duncan Town, Ragged, Bahamas",DCT
"Duncan, BC [Quamichan Lake Water Aerodrome], Canada",DUQ
"Duncan, OK [Halliburton Field], USA",DUC
"Dundas, Greenland",DUN
"Dundee, United Kingdom",DND
"Dundo, Angola",DUE
"Dunedin, New Zealand",DUD
"Dunhuang, China",DNH
"Dunk Island, Queensland, Australia",DKI
"Dunkirk, NY [Chautauqua County/Dunkirk Airport], USA",DKK
"Duque de Caixas, RJ, Brazil",QDQ
"Durango, CO [Animas Air Park], USA",AMK
"Durango, CO [Durango-La Plata County Airport], USA",DRO
"Durango, Mexico",DGO
"Durant, OK [Eaker Field], USA",DUA
"Durban [Louis Botha], South Africa",DUR
"Durham Downs, Queensland, Australia",DHD
"Durrie, Queensland, Australia",DRR
"Dushanbe, Karotegin, Tajikistan",DYU
"Dutch Harbor (Unalaska), AK [Unalaska Airport], USA",DUT
"Dwight, IL [Dwight Airport], USA",DTG
"Dysart, Queensland, Australia",DYA
"Dzaoudzi (Mamoudzou) [Pamandzi], Mayotte",DZA
"Eagle Grove, IA [Eagle Grove Municipal Airport], USA",EAG
"Eagle Lake, TX [Eagle Lake Airport], USA",ELA
"Eagle Pass, TX [Eagle Pass Municipal Airport], USA",EGP
"Eagle River, WI [Eagle River Union Airport], USA",EGV
"Eagle, AK [Eagle Airport], USA",EAA
"Earlton, ON [Earlton Airport], Canada",YXR
"East Fork, AK, USA",EFO
"East Greenland, Greenland",CNP
"East Hampton, NY [East Hampton Airport], USA",HTO
"East Hartford, CT [Rentschler Airport], USA",EHT
"East London, South Africa",ELS
"East Main, QC [East Main River Airport], Canada",ZEM
"East Midlands (Derby), United Kingdom",EMA
"East Stroudsburg, PA [Birchwood-Pocono Airpark], USA",ESP
"East Tawas, MI [Iosco County Airport], USA",ECA
"Eastland, TX [Eastland Municipal Airport], USA",ETN
"Eastman, GA [Eastman-Dodge County Airport], USA",EZM
"Easton, MD [Easton Municipal Airport], USA",ESN
"Easton, WA [Easton State Airport], USA",ESW
"Eastsound, WA [Orcas Island Airport], USA",ESD
"Eau Claire, WI [Chippewa Valley Regional Airport], USA",EAU
"Ebadon, Marshall Islands",EBN
"Ebolowa, Cameroon",EBW
"Echuca, New South Wales, Australia",ECH
"Ed Dabba, Sudan",DEA
"Eday, United Kingdom",EOI
"Eden, New South Wales, Australia",QDN
"Edenton, NC [Edenton Municipal Airport], USA",EDE
"Edgewood Arsenal, MD [Weide Army Air Field], USA",EDG
"Edinburgh, Scotland, United Kingdom",EDI
"Edmonton, AB [Edmonton International Airport], Canada",YEG
"Edmonton, AB [Edmonton Municipal Airport], Canada",YXD
"Edmonton, AB [Metropolitan Area], Canada",YEA
"Edmonton, AB [Namao Field], Canada",YED
"Edna Bay, AK, USA",EDA
"Edson, AB [Edson Airport], Canada",YET
"Edward River, Queensland, Australia",EDR
"Edwards, CA [Edwards Air Force Base], USA",EDW
"Eek, AK [Eek Airport], USA",EEK
"Efogi, Papua New Guinea",EFG
"Egedesminde, Greenland",JEG
"Egegik, AK [Bartletts Airport], USA",BSZ
"Egegik, AK [Egegik Airport], USA",EGX
"Egilsstadir, Iceland",EGS
"Eia, Papua New Guinea",EIA
"Eight Fathombight, United Kingdom",EFB
"Ein Yahav, Israel",EIY
"Einasleigh, Queensland, Australia",EIH
"Eindhoven, Netherlands",EIN
"Eirunepe, AM, Brazil",ERN
"Ekereku, Guyana",EKE
"Ekibastuz, Kazakhstan",EKB
"Ekuk, AK [Ekuk Airport], USA",KKU
"Ekwok, AK [Ekwok Airport], USA",KEK
"El Arish, Egypt",EAH
"El Banco, Colombia",ELB
"El Barge, Colombia",EBG
"El Bolson, Argentina",EHL
"El Borma, Algeria",EBM
"El Cajon, CA, USA",CJN
"El Campo, TX [El Campo Metro Airport Inc.], USA",ECE
"El Centro, CA [El Centro Naval Air Facility], USA",NJK
"El Centro/Imperial, CA [Imperial County Airport], USA",IPL
"El Charco, Colombia",ECR
"El Debba, Sudan",EDB
"El Dorado, AR [Goodwin Field], USA",ELD
"El Dorado, KS [Captain Jack Thomas/El Dorado Airport], USA",EDK
"El Dorado, Venezuela",EOR
"El Encanto, Colombia",ECO
"El Fasher, Sudan",ELF
"El Geneina, Sudan",EGN
"El Golea, Algeria",ELG
"El Gouera, Mauritania",ZLG
"El Maiten, Argentina",EMX
"El Minya, Egypt",EMY
"El Monte, CA [El Monte Airport], USA",EMT
"El Naranjo, Guatemala",ENJ
"El Obeid, Sudan",EBD
"El Oued [Guemar], Algeria",ELU
"El Paso, TX [El Paso International Airport], USA",ELP
"El Porvenir, Panama",PVE
"El Real, Panama",ELE
"El Recreo, Colombia",ELJ
"El Salvador, Chile",ESR
"El Vigia, Venezuela",VIG
"El Yopal, Colombia",EYP
"Elat [Hozman], Israel",ETH
"Elazig, Turkey",EZS
"Elba Island, Italy",EBA
"Elcho Island, Northern Territory, Australia",ELC
"Eldorado, Argentina",ELO
"Eldoret, Kenya",EDL
"Eldred Rock, AK [Eldred Rock Coast Guard Heliport], USA",ERO
"Elfin Cove, AK [Elfin Cove Seaplane Base], USA",ELV
"Elim, AK [Elim Airport], USA",ELI
"Elim, AK [Moses Point Airport], USA",MOS
"Eliptamin, Papua New Guinea",EPT
"Elista, Kalmykia, Russia",ESL
"Eliye Springs, Kenya",EYS
"Elizabeth City, NC USA",ECG
"Elizabethtown, KY [Addington Field], USA",EKX
"Elk City, OK [Elk City Municipal Airport], USA",ELK
"Elkedra, Northern Territory, Australia",EKD
"Elkhart, IN [Elkhart Municipal Airport], USA",EKI
"Elkhart, KS [Elkhart-Morton County Airport], USA",EHA
"Elkin, NC [Elkin Municipal Airport], USA",ZEF
"Elkins, WV USA",EKN
"Elko, NV [J. C. Harris Field], USA",EKO
"Ell, Somalia",HCM
"Ellamar, AK [Ellamar Seaplane Base], USA",ELW
"Ellensburg, WA [Bowers Field], USA",ELN
"Elliot Lake, ON [Elliot Lake Municipal Airport], Canada",YEL
"Ellisras, South Africa",ELL
"Elmira, NY [Elmira/Corning Regional Airport], USA",ELM
"Elorza, Venezuela",EOZ
"Ely, MN [Ely Municipal Airport], USA",LYU
"Ely, NV [Ely Airport (Yelland Field)], USA",ELY
"Emae, Vanuatu",EAE
"Embessa, Papua New Guinea",EMS
"Emden, Germany",EME
"Emerald, Queensland, Australia",EMD
"Emeryville, CA, USA",JEM
"Emigrant Gap, CA [Blue Canyon-Nyack Airport], USA",BLU
"Emirau, Papua New Guinea",EMI
"Emmen, Switzerland",XWD
"Emmetsburg, IA [Emmetsburg Municipal Airport], USA",EGQ
"Emmonak, AK [Emmonak Airport], USA",EMK
"Emo, ON, Canada",EMO
"Empangeni, South Africa",EMG
"Emporia, KS [Emporia Municipal Airport], USA",EMP
"Emporia, VA [Emporia Municipal Airport], USA",EMV
"En Nahud, Sudan",NUD
"Enarotali, Indonesia",EWI
"Encarnacion, Paraguay",ENO
"Ende, Indonesia",ENE
"Eneabba, Western Australia, Australia",ENB
"Engati, Papua New Guinea",EGA
"English Bay, AK [English Bay Airport], USA",KEB
"Enid, OK [Enid Woodring Municipal Airport], USA",WDG
"Enid, OK [Vance Air Force Base], USA",END
"Enisejsk, Russia",EIE
"Enitewok, Marshall Islands",ENT
"Ennadai Lake, NT, Canada",YEI
"Enniskillen, Northern Ireland [St. Angelo Airport], UK",ENK
"Enontekio (Enontekioe), Finland",ENF
"Enschede, Netherlands",ENS
"Ensenada [El Cipres], Mexico",ESE
"Enshi, China",ENH
"Enterprise, AL [Enterprise Municipal Airport], USA",ETS
"Enugu, Nigeria",ENU
"Epena, Congo",EPN
"Ephrata, WA [Ephrata Municipal Airport], USA",EPH
"Epi, Vanuatu",EPI
"Epinal, France",EPL
"Episkopi, Cyprus",EPK
"Erandique, Honduras",EDQ
"Erave, Papua New Guinea",ERE
"Ercan, Cyprus",ECN
"Erechim, RS, Brazil",ERM
"Erevan (Yerevan) [Zapadny], Armenia",EVN
"Erfurt, Germany",ERF
"Erhac, Turkey",EHC
"Erie, PA [Erie International Airport], USA",ERI
"Erigavo, Somalia",ERA
"Erldunda, Northern Territory, Australia",EDD
"Ernabella, South Australia, Australia",ERB
"Eromanga, Queensland, Australia",ERG
"Errachidia, Morocco",ERH
"Errol, NH [Errol Airport], USA",ERR
"Erume, Papua New Guinea",ERU
"Erzincan, Turkey",ERC
"Erzurum, Turkey",ERZ
"Esa Ala, Papua New Guinea",ESA
"Esbjerg, Denmark",EBJ
"Escanaba, MI [Delta County Airport], USA",ESC
"Eskilstuna, Sweden",EKT
"Eskimo Point (Arviat), NT [Arviat Airport], Canada",YEK
"Eskisehir, Turkey",ESK
"Esmeraldas [General Rivadeneira], Ecuador",ESM
"Espanola, NM [San Juan Pueblo Airport], USA",ESO
"Esperadinha, Brava, Cape Verde",BVR
"Esperance, Western Australia, Australia",EPR
"Esperanza, Honduras",LEZ
"Espinosa, MG, Brazil",ESI
"Espirito Santo [Pekoa], Vanuatu",SON
"Esquel, Argentina",EQS
"Esquimalt, BC, Canada",YPF
"Essen, Germany",ESS
"Essington (Philadelphia), PA [Philadelphia Seaplane Base], USA",PSQ
"Estevan Point, BC, Canada",YEP
"Estevan, SK [Estevan Airport], Canada",YEN
"Estherville, IA [Estherville Municipal Airport], USA",EST
"Etadunna, South Australia, Australia",ETD
"Eua, Tonga",EUA
"Eucla, Western Australia, Australia",EUC
"Eufaula, AL [Weedon Field], USA",EUF
"Eugene, OR [Mahlon Sweet Field], USA",EUG
"Eunice, LA [Eunice Airport], USA",UCE
"Eureka, CA [Murray Field], USA",EKA
"Eureka, NT [Eureka Airport], Canada",YEU
"Eureka, NV [Eureka Airport], USA",EUE
"Eva Downs, Northern Territory, Australia",EVD
"Evadale, TX [Evadale Landing Strip], USA",EVA
"Evans Head, New South Wales, Australia",EVH
"Evanston, WY [Evanston-Uinta County Burns Field], USA",EVW
"Evansville, IN [Evansville Regional Airport], USA",EVV
"Eveleth, MN [Eveleth-Virginia Municipal Airport], USA",EVM
"Evenes, Norway",EVE
"Everett, WA [Snohomish County Airport (Paine Field)], USA",PAE
"Evreux, France",EVX
"Ewa, HI [Barbers Point Naval Air Station (John Rodgers Field)], USA",NAX
"Ewer, Indonesia",EWE
"Ewo, Congo",EWO
"Excursion Inlet, AK [Excursion Inlet Seaplane Base], USA",EXI
"Exeter, United Kingdom",EXT
"Exmouth, United Kingdom",EXM
"F'derik, Mauritania",FGD
"Faatte, French Polynesia",FAC
"Fada Ngourma, Burkina Faso",FNG
"Fagernes [Leirin], Norway",VDB
"Fagurholsmyri, Iceland",FAG
"Fair Isle, United Kingdom",FIE
"Fairbanks, AK [Eielson Air Force Base], USA",EIL
