Cities	Countries	Abbr	
Fox	 AK	FOX	
Foya	 Liberia	FOY	
Foz do Iguacu (Iguassu Falls)	 PR [Cataratas]	IGU	
Franca	 SP	FRC	
Franceville [M'Vengue]	 Gabon	MVB	
Francisco Beltrao	 PR	FBE	
Francistown	 Botswana	FRW	
Frankfort	 IN [Frankfort Municipal Airport]	FKR	
Frankfort	 KY [Capital City Airport]	FFT	
Frankfurt [Rhein-Main Air Force Base]	 Germany	FRF	
Frankfurt [Rhein-Main]	 Germany	FRA	
Franklin	 PA [Venango Regional Airport]	FKL	
Franklin	 VA USA	FKN	
Franz Josef	 New Zealand	WHO	
Frederick	 MD [Frederick Municipal Airport]	FDK	
Frederick	 OK [Frederick Municipal Airport]	FDR	
Fredericksburg	 VA [Shannon Airport]	EZF	
Fredericton	 NB [Fredericton Airport]	YFC	
Frederikshab	 Greenland	JFR	
Frederikshavn [Ottestrup/Saeby]	 Denmark	QFH	
Frederiksted	 St. Croix [DPS Heliport]	JCD	
Freeport	 Grand Bahama [Freeport Int'l Airport]	FPO	
Freeport	 IL [Albertus Airport]	FEP	
Freetown [Hastings]	 Sierra Leone	HGS	
Freetown [Lungi Airport]	 Sierra Leone	FNA	
Freetown [Manny Yoko Airport]	 Sierra Leone	JMY	
Fregate Island	 Seychelles	FRK	
Freiburg	 Germany	QFB	
Frejus	 France	FRJ	
Fremantle	 Western Australia	JFM	
Fremont	 NE [Fremont Municipal Airport]	FET	
French Lick	 IN [French Lick Municipal Airport]	FRH	
Frenchville	 ME [Northern Aroostook Regional Airport]	WFK	
Fresh Water Bay	 AK	FRP	
Fresno	 CA [Fresno-Chandler Downtown Airport]	FCH	
Fresno	 CA [Fresno Air Terminal]	FAT	
Fria	 Guinea	FIG	
Friday Harbor	 WA [Friday Harbor Airport]	FRD	
Friedrichshafen [Lowenthal]	 Germany	FDH	
Fritzlar [Fritzlar Air Base]	 Germany	FRZ	
Front Royal	 VA [Front Royal-Warren County Airport]	FRR	
Frosinone	 Italy	QFR	
Fryeburg	 ME [Eastern Slopes Regional Airport]	FRY	
Fuerstenfeldbruck [Fuerstenfeldbruck Air Base]	 Germany	FEL	
Fuerteventura/Puerto del Rosario	 Canary Islands	FUE	
Fukue	 Japan	FUJ	
Fukui	 Japan	FKJ	
Fukuoka	 Kyoshu [Itazuke Air Force Base]	FUK	
Fukushima	 Japan	FKS	
Fulleborn	 Papua New Guinea	FUB	
Fullerton	 CA [Fullerton Municipal Airport]	FUL	
Fulton	 MO [Elton Hensley Memorial Airport]	FTT	
Fuma	 Papua New Guinea	FUM	
Funafuti	 Tuvalu	FUN	
Funchal	 Madeira	FNC	
Fundacion	 Colombia	FDA	
Funter Bay	 AK [Funter Bay Seaplane Base]	FNR	
Fuoshan	 China	FUO	
Futaleufu	 Chile	FFU	
Futuna Island	 Wallis and Futuna Islands	FTA	
Futuna	 Wallis and Futuna Islands	FUT	
Fuyang	 China	FUG	
Fuyun	 China	FYN	
Fuzhou	 China	FOC	
Gabbs	 NV [Gabbs Airport]	GAB	
Gabes	 Tunisia	GAE	
Gaborone [Sir Seretse Khama International]	 Botswana	GBE	
Gadsden	 AL [Gadsden Municipal Airport]	GAD	
Gafsa	 Tunisia	GAF	
Gag Island	 Indonesia	GAV	
Gage	 OK [Gage Airport]	GAG	
Gagetown	 NB	YCX	
Gagnoa	 Ivory Coast	GGN	
Gagnon	 QC	YGA	
Gainesville	 FL [Gainesville Regional Airport]	GNV	
Gainesville	 GA [Lee Gilmer Memorial Airport]	GVL	
Gainesville	 TX [Gainesville Municipal Airport]	GLE	
Gaithersburg	 MD [Montgomery County Airpark]	GAI	
Gakona	 AK	GAK	
Gal Oya	 Sri Lanka	GOY	
Galapagos Islands	 Galapagos	GPS	
Galax/Hillsville	 VA [Twin County Airport]	HLX	
Galbraith Lake	 AK [Galbraith Lake Airport]	GBH	
Galcaio	 Somalia	GLK	
Galela	 Indonesia	GLX	
Galena	 AK [Galena Airport]	GAL	
Galesburg	 IL [Galesburg Municipal Airport]	GBG	
Galion	 OH [Galion Municipal Airport]	GQQ	
Galkayo	 Somalia	GBY	
Gallivare	 Sweden	GEV	
Gallup	 NM [Gallup Municipal Airport]	GUP	
Galveston	 TX [Scholes Field]	GLS	
Galway	 Ireland	GWY	
Gamarra	 Colombia	GRA	
Gamba	 Gabon	GAX	
Gambela	 Ethiopia	GMB	
Gambell	 AK [Gambell Airport]	GAM	
Gamboma	 Congo	GMM	
Gamboola	 Queensland	GBP	
Gan Island	 Maldives	GAN	
Gandajika	 Zaire	GDJ	
Gander	 NF [Gander International Airport]	YQX	
Ganes Creek	 AK	GEK	
Gangaw	 Myanmar	GAW	
Ganges Harbor	 BC	YGG	
Ganzhou	 China	KOW	
Gao	 Mali	GAQ	
Gaoua	 Burkina Faso	XGA	
Gap	 France	GAT	
Gara Djebilet	 Algeria	GBB	
Garachine	 Panama	GHE	
Garaina	 Papua New Guinea	GAR	
Garanhuns	 PE	QGB	
Garasa	 Papua New Guinea	GRL	
Garbaharey	 Somalia	GBM	
Garde	 Somalia	GGR	
Garden City	 KS [Garden City Regional Airport]	GCK	
Garden City	 NY [Island Heliport]	JHC	
Garden Hill	 MB	GHL	
Garden Point	 Northern Territory	GPN	
Gardez	 Afghanistan	GRG	
Gardner	 MA [Gardner Municipal Airport]	GDM	
Gardo	 Somalia	GSR	
Garissa	 Kenya	GAS	
Garmisch-Partenkirchen	 Germany	ZEI	
Garoua	 Cameroon	GOU	
Garrow Lake	 Canada	GOW	
Garuahi	 Papua New Guinea	GRH	
Garulhos	 SP	QCV	
Gary	 IN [Gary Regional Airport]	GYY	
Gascoyne Junction	 Western Australia	GSC	
Gasmata Island	 Papua New Guinea	GMI	
Gaspe	 QC [Gaspe Airport]	YGP	
Gassim	 Saudi Arabia	ELQ	
Gasuke	 Papua New Guinea	GBC	
Gatlinburg/Sevierville	 TN	GKT	
Gaviotas	 Colombia	WWN	
Gavle	 Sweden	GVX	
Gaya	 India	GAY	
Gaylord	 MI [Otsego County Airport]	GLR	
Gayndah	 Queensland	GAH	
Gaziantep	 Turkey	GZT	
Gbadolite	 Zaire	BDT	
Gbangbatok	 Sierra Leone	GBK	
Gdansk [Rebiechowo]	 Poland	GDN	
Gebe	 Indonesia	GEB	
Gecitkale	 Cyprus	GEC	
Gedaref	 Sudan	GSU	
Geelong	 Victoria	GEX	
Geilenkirchen	 Germany	GKE	
Geilo [Dajali]	 Norway	DLD	
Geilo	 Norway	GIO	
Geita	 Tanzania	GIT	
Geladi	 Ethiopia	GLC	
Gemana	 Zaire	GMA	
Genda Wuha	 Ethiopia	ETE	
General Pico	 Argentina	GPO	
General Roca	 Argentina	GNR	
General Santos	 Philippines	GES	
General Villega	 Argentina	VGS	
Geneva [Geneve-Cointrin]	 Switzerland	GVA	
Genjem	 Indonesia	GNJ	
Genoa (Genova) [Cristoforo Colombo (Seatri)]	 Italy	GOA	
Genting	 Malaysia	GTB	
George Town	 Exuma	GGT	
George	 South Africa	GRJ	
Georgetown [Timehri]	 Guyana	GEO	
Georgetown	 DE [Sussex County Airport]	GED	
Georgetown	 Queensland	GTT	
Georgetown	 SC [Georgetown County Airport]	GGE	
Geraldton	 ON [Geraldton Airport]	YGQ	
Geraldton	 Western Australia	GET	
Germansen	 BC [Germansen Landing Airport]	YGS	
Gerona [Gerona-Costa Brava]	 Spain	GRO	
Gethsemani	 QC	ZGS	
Gettysburg	 PA	GTY	
Geva	 Solomon Islands	GEF	
Gewoya	 Papua New Guinea	GEW	
Ghadames	 Libya	LTD	
Ghanzi	 Botswana	GNZ	
Ghardaia [Noumerate]	 Algeria	GHA	
Ghat	 Libya	GHT	
Ghazni	 Afghanistan	GZI	
Ghent (Gent) [St. Denijs-Westrem]	 Belgium	GNE	
Ghimbi	 Ethiopia	GHD	
Ghinnir	 Ethiopia	GNN	
Gibb River	 Western Australia	GBV	
Gibraltar [North Front]	 Gibraltar	GIB	
Gifu	 Japan	QGU	
Gijon	 Spain	QIJ	
Gila Bend	 AZ [Gila Bend Air Force Auxiliary Airport]	GBN	
Gilgal	 Colombia	GGL	
Gilgit	 Pakistan	GIL	
Gillam	 MB [Gillam Airport]	YGX	
Gillette	 WY [Gillette-Campbell County Airport]	GCC	
Gillies Bay (Texada)	 BC [Gillies Bay Airport]	YGB	
Gimli	 MB [Gimli Industrial Park Airport]	YGM	
Giradot	 Colombia	GIR	
Gisborne	 New Zealand	GIS	
Gisenyi	 Rwanda	GYI	
Gitenga	 Burundi	GID	
Giyana	 South Africa	GIY	
Gizan	 Saudi Arabia	GIZ	
Gizo	 Solomon Islands	GZO	
Gjoa Haven	 NT [Gjoa Haven Airport]	YHK	
Glacier Creek	 AK [Glacier Creek Airport]	KGZ	
Gladman Point	 NT [Gladman Point Airport]	YUR	
Gladstone	 Queensland	GLT	
Gladwin	 MI [Charles C. Zettel Memorial Airport]	GDW	
Glasgow	 KY [Glasgow Municipal Airport]	GLW	
Glasgow	 MT [Glasgow Industrial Airport]	GSG	
Glasgow	 MT [Glasgow International Airport]	GGW	
Glasgow	 Scotland [Abbotsichn]	GLA	
Glen Innes	 New South Wales	GLI	
Glendale	 AZ [Glendale Municipal Airport]	GEU	
Glendale	 WV [Glendale Fokker Field]	GWV	
Glendale/Los Angeles	 CA [Sunset-Glendale Airport]	JGX	
Glendale/Phoenix	 AZ [Luke Air Force Base]	LUF	
Glendive	 MT [Dawson Community Airport]	GDV	
Glengyle	 Queensland	GLG	
Glennallen	 AK [Brenwicks Airport]	GLQ	
Glenormiston	 Australia	GLM	
Glens Falls	 NY [Warren County Airport]	GFL	
Glenview	 IL [Glenview Naval Air Station]	NBU	
Glenwood Springs	 CO [Glenwood Springs Mun. Airport]	GWS	
Globe	 AZ [Globe-San Carlos Regional Air Facility]	GAZ	
Gloucester	 United Kingdom	GLO	
Goa	 India	GOI	
Goba	 Ethiopia	GOB	
Gobernador dos Gregores	 Argentina	GGS	
Gode	 Ethiopia	GDE	
Goderich	 ON [Goderich Airport]	YGD	
Godhavn	 Greenland	JGO	
Gods Narrows	 MB [Gods Lake Narrows Airport]	YGO	
Gods River	 MB [Gods River Airport]	ZGI	
Godthab/Nuuk	 Greenland	GOH	
Goiania	 GO	GYN	
Gold Beach	 OR [Gold Beach Municipal Airport]	GOL	
Gold Coast (Coolangatta)	 Queensland	OOL	
Golden Horn	 AK [Golden Horn Lodge Seaplane Base]	GDH	
Golden Horn	 AK [Golden Horn Lodge Seaplane Base]	GHN	
Goldsboro-Wayne	 NC [Goldsboro-Wayne Mun. Airport]	GWW	
Goldsboro	 NC [Seymour Johnson Air Force Base]	GSB	
Golfito	 Costa Rica	GLF	
Goll	 Norway	GLL	
Golmud	 China	GOQ	
Golovin	 AK [Golovin Airport]	GLV	
Goma	 Zaire	GOM	
Gonaila	 Papua New Guinea	GOE	
Gondar	 Ethiopia	GDQ	
Gooding	 ID [Gooding Municipal Airport]	GNG	
Goodland	 KS [Renner Field (Goodland Municipal)]	GLD	
Goodnews Bay	 AK [Goodnews Airport]	GNU	
Goodyear	 AZ [Phoenix-Goodyear Municipal Airport]	GYR	
Goondiwindi	 Queensland	GOO	
Goose Bay	 NF [Goose Airport]	YYR	
Goose	 Canada	YYP	
Gora	 China	GOC	
Gorakhpur	 India	GOP	
Gordil	 Central African Republic	GDI	
Gordon Downs	 Western Australia	GDD	
Gordon	 NE [Gordon Municipal Airport]	GRN	
Gordonsville	 VA [Gordonsville Municipal Airport]	GVE	
Gore Bay	 ON [Manitoulin Airport]	YZE	
Gore	 Ethiopia	GOR	
Gorge Harbor	 BC	YGE	
Gorkha	 Nepal	GKH	
Gorna [Orechovis]	 Bulgaria	GOZ	
Goroka	 Papua New Guinea	GKA	
Gorom Gorom	 Burkina Faso	XGG	
Gorontalo	 Indonesia	GTO	
Gosford	 New South Wales	GOS	
Goshen	 IN [Goshen Municipal Airport]	GSH	
Goslar	 Germany	ZET	
Goteborg (Gothenburg) [Landvetter]	 Sweden	GOT	
Goteborg [Save]	 Sweden	GSE	
Gottwaldov	 Slovakia	GTW	
Goulburn Island	 Northern Territory	GBL	
Goulburn	 New South Wales	GUL	
Goulimime	 Morocco	GLN	
Gounda	 Central African Republic	GDA	
Goundam	 Mali	GUD	
Governador Valadares	 MG	GVR	
Governors Harbour	 Eleuthera	GHB	
Goya	 Argentina	OYA	
Gozo	 Malta	GZM	
Gracias	 Honduras	GAC	
Graciosa Island	 Azores	GRW	
Grafton	 New South Wales	GFN	
Granada	 Spain	GRX	
Granby	 CO [Granby-Grand County Airport]	GNY	
Grand Bahama Island	 Grand Bahama	GBI	
Grand Canyon	 AZ [Grand Canyon Heliport]	JGC	
Grand Canyon	 AZ [Grand Canyon National Park Airport]	GCN	
Grand Canyon	 AZ [North Rim]	NGC	
Grand Cayman	 Grand Cayman [Owen Roberts]	GCM	
Grand Cess	 Liberia	GRC	
Grand Forks	 BC [Grand Forks Airport]	ZGF	
Grand Forks	 ND [Grand Forks International Airport]	GFK	
Grand Island	 NE [Central Nebraska Regional Airport]	GRI	
Grand Junction	 CO [Walker Field]	GJT	
Grand Ledge	 MI [Abrams Municipal Airport]	GJI	
Grand Marais	 MN [Grand Marais/Cook County Airport]	GRM	
Grand Rapids	 MI [Kent County International Airport]	GRR	
Grand Rapids	 MN USA	GPZ	
Grand Turk	 Grand Turk Is.	GDT	
Grande Cache	 AB [Grande Cache Aerodrome]	YGC	
Grande Prairie	 AB [Grande Prairie Airport]	YQU	
Grandview (Kansas City)	 MO [Richards-Gebaur Airport]	GVW	
Granite Mountain	 AK	GMT	
Granites	 Northern Territory	GTS	
Grant	 NE [Grant Municipal Airport]	GGF	
Grants	 NM [Grants-Milan Municipal Airport]	GNT	
Grantsburg	 WI [Grantsburg Municipal Airport]	GTG	
Granville Lake	 MB	XGL	
Granville	 France	GFR	
Grass Valley	 CA [Nevada County Air Park]	WKP	
Grayling	 AK [Grayling Airport]	KGX	
Graz [Thalerhof]	 Austria	GRZ	
Great Aussie Hole	 Australia	BPR	
Great Barrier Island	 New Zealand	GBZ	
Great Barrington	 MA [Great Barrington Airport]	GBR	
Great Bend	 KS [Great Bend Municipal Airport]	GBD	
Great Falls	 MT [Great Falls International Airport]	GTF	
Great Falls	 MT [Malmstrom Air Force Base]	GFA	
Great Harbour Cay	 Berry	GHC	
Great Keppel Island	 Queensland	GKL	
Greeley	 CO [Greeley-Weld County Airport]	GXY	
Green Bay	 WI [Austin Straubel International Airport]	GRB	
Green Island	 Jamaica	GNI	
Green Isle	 Solomon Islands	GEI	
Green River	 Papua New Guinea	GVI	
Green River	 UT [Green River Municipal Airport]	RVR	
Green Turtle Cay	 Bahamas	GTC	
Greenbrier (Lewisburg)	 WV [Greenbrier Valley Airport]	LWB	
Greeneville	 TN [Greeneville Municipal Airport]	GCY	
Greenfield	 IA [Greenfield Municipal Airport]	GFZ	
Greenfield	 IN [Pope Field]	GFD	
Greenfield	 MA	URE	
Greensboro (Baltimore)	 MD	GBO	
Greensboro/High Point	 NC USA	GSO	
Greenvale	 Queensland	GVP	
Greenville	 IL [Greenville Airport]	GRE	
Greenville	 MS [Greenville Municipal Airport]	GLH	
Greenville	 NC [Pitt-Greenville Airport]	PGV	
Greenville	 SC [Donaldson Center Airport]	GDC	
Greenville	 SC [Greenville Downtown Airport]	GMU	
Greenville	 TX [Majors Airport]	GVT	
Greenville/Spartanburg (Greer)	 SC USA	GSP	
Greenway Sound	 BC	YGN	
Greenwood	 MS [Greenwood-Leflore Airport]	GWO	
Greenwood	 NS [Greenwood Airport]	YZX	
Greenwood	 SC [Greenwood County Airport]	GRD	
Gregory Downs	 Queensland	GGD	
Grenada (Grenville) [Pearls]	 Grenada	GND	
Grenchen	 Switzerland	ZHI	
Grenfell	 New South Wales	GFE	
Grenoble [Saint Geoirs]	 France	GNB	
Greybull	 WY [South Big Horn County Airport]	GEY	
Greymouth	 New Zealand	GMN	
Griffith	 New South Wales	GFF	
Grimsby	 United Kingdom	GSY	
Grimsey	 Iceland	GRY	
Grinnell	 IA [Grinnell Regional Airport]	GGI	
Grise Fiord	 NT [Grise Fiord Airport]	YGZ	
Groningen [Eeide]	 Netherlands	GRQ	
Gronnedal [Heliport]	 Greenland	JGR	
Groote Eylandt	 Northern Territory	GTE	
Grootfontein	 Namibia	GFY	
Grosseto	 Italy	GRS	
Groton (New London)	 CT [Groton-New London Airport]	GON	
Groznyy (Grozny	Groznyj)	GRV	 Russia
Grundarfjordur [Bakki]	 Iceland	GUU	
Grundy	 VA [Grundy Municipal Airport]	GDY	
Guacamayas	 Colombia	GCA	
Guadalajara [Miguel Hidalgo y Costilla]	 Mexico	GDL	
Guadalcanal	 Solomon Islands	GSI	
Guadalupe	 TX	GDP	
Guaira	 PR	QGA	
Guajara-Mirim	 RO	GJM	
Gualaco	 Honduras	GUO	
Gualeguaychu	 Argentina	GHU	
Guam [U.S. Coast Guard]	 Guam	NRV	
Guam	 Andersen Island [Andersen Air Force Base]	UAM	
Guam	 Guam	GUM	
Guamal	 Colombia	GAA	
Guanaja Island	 Honduras	GJA	
Guanambi	 BA	GNM	
Guanare	 Venezuela	GUQ	
Guangzhou (Canton) [Baiyun]	 China	CAN	
Guantanamo [Guantanamo Naval Air Station]	 Cuba	NBW	
Guantanamo [Los Canos]	 Cuba	GAO	
Guapi	 Colombia	GPI	
Guapiles	 Costa Rica	GPL	
Guarapuava	 PR	GPB	
Guaratingueta	 SP	GUJ	
Guari	 Papua New Guinea	GUG	
Guasqualito	 Venezuela	GDO	
Guatemala City [La Aurora]	 Guatemala	GUA	
Guayaquil [Simon Bolivar]	 Ecuador	GYE	
Guayaramerin	 Bolivia	GYA	
Guaymas [General Jose Maria Yanez]	 Mexico	GYM	
Guerima	 Colombia	GMC	
Guernsey	 Channel Islands	GCI	
Guerrero Negro	 Mexico	GUB	
Guetersloh (Gutersloh)	 Germany	GUT	
Guiglo	 Ivory Coast	GGO	
Guilin	 China	KWL	
Guimaraes	 MA	GMS	
Guiria	 Venezuela	GUI	
Guiyang	 China	KWE	
Gujrat	 Pakistan	GRT	
Gulf Shores	 AL [Jack Edwards Airport]	GUF	
Gulfport/Biloxi	 MS [Gulfport-Biloxi Regional Airport]	GPT	
Gulgubip	 Papua New Guinea	GLP	
Gulkana	 AK [Gulkana Airport]	GKN	
Gulu	 Uganda	ULU	
Guna	 India	GUX	
Gunnedah	 New South Wales	GUH	
Gunnison	 CO [Gunnison County Airport]	GUC	
Gunungsitoli	 Indonesia	GNS	
Gurayat	 Saudi Arabia	URY	
Gurney/Alotau	 Papua New Guinea	GUR	
Gurupi	 GO	GRP	
Gusap	 Papua New Guinea	GAP	
Gusau	 Nigeria	QUS	
Gush Katif	 Israel	GHK	
Gustavus	 AK [Gustavus Airport]	GST	
Gustavus/Bartlett Cove	 AK USA	BQV	
Guthrie Center	 IA [Guthrie County Regional Airport]	GCT	
Guthrie	 OK [Guthrie Municipal Airport]	GOK	
Guwahati (Gauhati)	 India	GAU	
Guymon	 OK [Guymon Municipal Airport]	GUY	
Gwa Burma	 Myanmar	GWA	
Gwadar	 Pakistan	GWD	
Gwalior	 India	GWL	
Gweru	 Zimbabwe	GWE	
Gwinn/Marquette	 MI [K. I. Sawyer Air Force Base]	SAW	
Gwinner	 ND [Gwinner Airport-Roger Melroe Field]	GWR	
Gyandzha	 Azerbaijan	KVD	
Gympie	 Queensland	GYP	
Gyumri (Leninakan)	 Armenia	LWN	
Haapai	 Tonga	HPA	
Hachijo Jima Island	 Japan	HAC	
Hachinohe	 Japan	HHE	
Hadjer	 Chad	OUM	
Hafr Albatin	 Saudi Arabia	HBT	
Hagerstown	 MD [Washington County Regional Airport]	HGR	
Hagfors	 Sweden	HFS	
Hahn	 Germany	HHN	
Hai Phong	 Vietnam	HPH	
Haifa	 Israel	HFA	
Haikou	 China	HAK	
Hail	 Saudi Arabia	HAS	
Hailar	 China	HLD	
Haines Junction	 YT [Haines Junction Airport]	YHT	
Haines	 AK [Haines Airport]	HNS	
Hakai Pass	 Canada	YHC	
Hakodate	 Hokkaido	HKD	
Halali	 South Africa	HAL	
Half Moon Bay	 CA [Half Moon Bay Airport]	HAF	
Halifax	 NS [Halifax Downtown Waterfront Heliport]	YWF	
Halifax	 NS [Halifax International Airport]	YHZ	
Halifax	 NS [Shearwater Airport]	YSX	
Hall Beach	 NT [Hall Beach Airport]	YUX	
Halls Creek	 Western Australia	HCQ	
Halmstad [Halmstad Air Base]	 Sweden	HAD	
Hamadan	 Iran	HDM	
Hamar [Stafsberg]	 Norway	HMR	
Hamburg [Finkerwerden (Airbus Plant)]	 Germany	XFW	
Hamburg [Fuhlsbuttel]	 Germany	HAM	
Hami	 China	HMI	
Hamilton Island	 Queensland	HTI	
Hamilton	 AL [Marion County Airport]	HAB	
Hamilton	 New Zealand	HLZ	
Hamilton	 OH [Hamilton-Fairfield Airport]	HAO	
Hamilton	 ON [Hamilton Airport]	YHM	
Hamilton	 Victoria	HLT	
Hamm	 Germany	ZNB	
Hammerfest	 Norway	HFT	
Hampton	 IA [Hampton Municipal Airport]	HPT	
Hampton	 VA [Langley Air Force Base]	LFI	
Hana	 HI [Hana Airport]	HNM	
Hanalei	 HI	AOW	
Hanapepe	 HI [Port Allen Airport]	PAK	
Hancock	 MI [Houghton County Memorial Airport]	CMX	
Hangzhou [Jianqiao]	 China	HGH	
Hankow	 China	HKW	
Hanksville	 UT [Hanksville Airport]	HVE	
Hanna	 WY	HNX	
Hannover [Langenhagen]	 Germany	HAJ	
Hanoi [Noi-Bai]	 Vietnam	HAN	
Hanus Bay	 AK	HBC	
Hanzhong	 China	HZG	
Hao Island	 French Polynesia	HOI	
Harare	 Zimbabwe	HRE	
Harbin	 China	HRB	
Harbour Island	 Bahamas	HBI	
Hargeisa	 Somalia	HGA	
Harlan	 IA [Harlan Municipal Airport]	HNR	
Harlingen	 TX [Rio Grande Valley Int'l Airport]	HRL	
Harlowton	 MT [Wheatland County Airport]	HWQ	
Harold	 FL [Harold Naval Outlying Field]	NZX	
Harrington Harbour	 QC	YHR	
Harrisburg (Middletown)	 PA [Harrisburg International Airport]	MDT	
Harrisburg	 IL [Harrisburg-Raleigh Airport]	HSB	
Harrisburg	 PA [Capital City Airport]	HAR	
Harrismith	 South Africa	HRS	
Harrison	 AR [Boone County Airport]	HRO	
Harrogate	 United Kingdom	HRT	
Hartford	 CT [Hartford-Brainard Airport]	HFD	
Hartford	 WI [Hartford Municipal Airport]	HXF	
Hartford/Springfield CT [Bradley Airport]	 USA	BDL	
Hartley Bay	 BC [Hartley Bay Water Aerodrome]	YTB	
Hartsville	 SC [Hartsville Municipal Airport]	HVS	
Haskovo	 Bulgaria	HKV	
Hasselt	 Belgium	QHA	
Hassi Messaoud [Oued Irara]	 Algeria	HME	
Hassi Rmel	 Algeria	HRM	
Hastings	 NE [Hastings Municipal Airport]	HSI	
Hasvik	 Norway	HAA	
Hateruma	 Japan	HTR	
Hatfield	 England	HTF	
Hato Corozal	 Colombia	HTZ	
Hatteras	 NC [Billy Mitchell Airport]	HNC	
Hattiesburg	 MS [Bobby L. Chain Municipal Airport]	HBG	
Hatyai (Hat Yai) [Songkhia]	 Thailand	HDY	
Hatzfeldthaven	 Papua New Guinea	HAZ	
Haugesund [Karmoy]	 Norway	HAU	
Havasupai	 AZ	HAE	
Haverfordwest	 Wales	HAW	
Havilar	 China	WDY	
Havre St. Pierre	 QC [Havre St. Pierre Airport]	YGV	
Havre	 MT [Havre City-County Airport]	HVR	
Hawabango	 Papua New Guinea	HWA	
Hawi	 HI [Upolu Airport]	UPP	
Hawk Inlet	 AK [Hawk Inlet Seaplane Base]	HWI	
Hawker	 South Australia	HWK	
Hawthorne	 CA [Hawthorne Municipal Airport]	HHR	
Hawthorne	 NV [Hawthorne Municipal Airport]	HTH	
Hay River	 NT [Hay River Airport]	YHY	
Hay	 New South Wales	HXX	
Haycock	 AK [Haycock Airport]	HAY	
Hayfields	 Papua New Guinea	HYF	
Hayman Island	 Queensland	HIS	
Hays	 KS [Hays Municipal Airport]	HYS	
Hayward	 CA [Hayward Air Terminal]	HWD	
Hayward	 WI [Hayward Municipal Airport]	HYR	
Hazebrouck	 France	HZB	
Hazlehurst	 GA [Hazlehurst Airport]	AZE	
Hazleton	 PA [Hazleton Municipal Airport]	HZL	
Headingly	 Queensland	HIP	
Healy Lake	 AK [Healy River Airport]	HKB	
Hearst	 ON [Hearst (Rene Fontaine) Municipal Airport]	YHF	
Heathlands	 Queensland	HAT	
Heber Springs	 AR [Heber Springs Municipal Airport]	HBZ	
Hebron	 NE [Hebron Municipal Airport]	HJH	
Heerenveen	 Netherlands	QYZ	
Hefei	 China	HFE	
Heho	 Myanmar	HEH	
Heide/Buesum	 Germany	HEI	
Heidelberg	 Germany	HDB	
Heidelberg	 Germany	QHD	
Heihe	 China	HEK	
Heiweni	 Papua New Guinea	HNI	
Helena	 MT [Helena Regional Airport]	HLN	
Helena/West Helena	 AR [Thompson-Robbins Airport]	HEE	
Helenvale	 Australia	HLV	
Helgoland	 Germany	HGL	
Helsingbor [Landskrona Heliport]	 Sweden	JLD	
Helsingborg [Heliport]	 Sweden	JHE	
Helsinki [Malmi]	 Finland	HEM	
Helsinki [Vantaa]	 Finland	HEL	
Hemet	 CA [Hemet-Ryan Airport]	HMT	
Henbury	 Northern Territory	HRY	
Hendon	 England	HEN	
Hengelo	 Netherlands	QYH	
Hengyang	 China	HNY	
Henyamya	 Papua New Guinea	MYX	
Henzada	 Myanmar	HEB	
Heraklion (Iraklion)	 Crete	HER	
Herat	 Afghanistan	HEA	
Hereford	 TX [Hereford Municipal Airport]	HRX	
Herendeen Bay	 AK [Herendeen Bay Airport]	HED	
Heringsdorf	 Germany	HDF	
Herington	 KS [Herington Municipal Airport]	HRU	
Herlong	 CA [Amedee Army Air Field]	AHC	
Hermannsburg	 Northern Territory	HMG	
Hermiston	 OR [Hermiston Municipal Airport]	HES	
Hermosillo [General Ignacio Pesqueira]	 Mexico	HMO	
Heron Island	 Queensland	HRN	
Herrera	 Colombia	HRR	
Hervey Bay	 Queensland	HVB	
Herzegovina	 Bosnia-Herzegovina	HNO	
Hibbing	 MN [Chisholm-Hibbing Airport]	HIB	
Hickory	 NC [Hickory Regional Airport]	HKY	
Hidden Falls	 AK	HDA	
Hienghene	 New Caledonia	HNG	
Hierro	 Canary Islands	WNT	
High Level	 AB [High Level Airport]	YOJ	
High Prairie	 AB [High Prairie Airport]	ZHP	
High Wycombe	 United Kingdom	HYC	
Highbury	 Australia	HIG	
Highgate	 VT [Franklin County State Airport]	FSO	
Higuerote	 Venezuela	HIU	
Hikueru	 French Polynesia	HHZ	
Hill City	 KS [Hill City Municipal Airport]	HLC	
Hillsboro (Portland)	 OR [Portland-Hillsboro Airport]	HIO	
Hillsboro	 WI [Joshua Sanford Field]	HBW	
Hillside	 Western Australia	HLL	
Hilo	 HI [Hilo International Airport]	ITO	
Hilton Head Island	 SC [Hilton Head Airport]	HHH	
Hilversum (The Hague)	 Netherlands	QYI	
Hinchinbrooke Island	 Queensland	HNK	
Hinesville	 GA [Liberty County Airport]	LIY	
Hiroshima [Hiroshima West]	 Japan	HIW	
Hiroshima	 Japan	HIJ	
Hissar	 India	HSS	
Hiva Oa	 Marquesas Islands	HIX	
Hivaro	 Papua New Guinea	HIT	
Hluhluwe	 South Africa	HLW	
Ho Chi Minh City (Saigon) [Tan Son Nhut] Vietnam		SGN	
Hobart Bay	 AK	HBH	
Hobart	 OK [Hobart Municipal Airport]	HBR	
Hobart	 Tasmania	HBA	
Hobbs	 NM [Hobbs Industrial Airpark]	HBB	
Hobbs	 NM [Lea County (Hobbs) Airport]	HOB	
Hodeida	 Yemen	HOD	
